#Cat,Flag,Age,Srvc,Nch,Grade,Step,Hrweek,Cost,Div,Nation,ChildrenAges
419,13,54,29,0,5,13,40,5720,PS,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
202,15,57,26,1,12,13,40,15832,PS,DE,17.50,nan,nan,nan,nan,nan,nan,nan,nan,nan
304,15,63,29,1,10,13,40,12226,PS,NL,22.83,nan,nan,nan,nan,nan,nan,nan,nan,nan
204,15,56,27,0,11,9,40,13135,PS,DE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
204,15,49,27,0,9,9,40,9617,LEP,GB,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
304,15,52,26,2,8,10,40,8920,PS,FR,3.87,3.05,nan,nan,nan,nan,nan,nan,nan,nan
304,15,56,28,1,9,6,40,9409,PS,FR,34.72,nan,nan,nan,nan,nan,nan,nan,nan,nan
202,15,58,27,0,11,13,40,15340,PS,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
204,15,54,27,1,11,9,40,13386,EF,FR,19.83,nan,nan,nan,nan,nan,nan,nan,nan,nan
202,11,59,33,0,13,10,40,16394,EF,IT,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
202,15,63,33,1,11,13,40,15591,PS,IT,26.53,nan,nan,nan,nan,nan,nan,nan,nan,nan
302,13,58,33,0,9,13,40,9341,PS,DE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
304,15,63,33,0,10,8,40,11056,PS,NL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,13,56,33,0,8,13,40,8052,PS,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,9,53,27,0,7,13,40,6718,PS,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,15,59,28,1,9,13,40,10479,PS,IT,2.64,nan,nan,nan,nan,nan,nan,nan,nan,nan
341,15,56,25,0,10,10,40,11423,LEP,GB,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
301,15,54,24,0,9,10,40,9770,PS,GB,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
441,14,53,29,1,6,13,32,5725,EP,CH,18.25,nan,nan,nan,nan,nan,nan,nan,nan,nan
201,15,53,26,1,11,1,40,11678,EF,CH,26.93,nan,nan,nan,nan,nan,nan,nan,nan,nan
441,10,48,25,0,7,8,40,6664,EP,DE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
201,15,63,32,1,11,6,40,12746,EP,IT,32.34,nan,nan,nan,nan,nan,nan,nan,nan,nan
301,13,56,31,0,9,8,40,8645,EP,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
301,15,55,30,0,8,13,40,8813,EF,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
301,13,57,28,0,8,12,40,7932,EP,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
301,15,57,27,1,8,13,40,9064,LEP,FR,9.26,nan,nan,nan,nan,nan,nan,nan,nan,nan
310,15,61,27,2,8,6,40,8394,EP,IT,19.51,17.71,nan,nan,nan,nan,nan,nan,nan,nan
402,13,56,34,0,7,8,40,6440,EP,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
502,15,47,25,1,9,3,40,8950,FI,IT,15.26,nan,nan,nan,nan,nan,nan,nan,nan,nan
211,15,53,29,0,11,13,40,15340,PS,AT,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
341,15,64,30,0,8,9,40,8286,LEP,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
543,10,50,29,0,8,13,40,8394,PE,NL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
341,13,52,29,2,8,12,40,8434,SPS,CH,17.82,2.07,nan,nan,nan,nan,nan,nan,nan,nan
200,15,61,32,1,10,5,40,10757,LEP,BE,37.53,nan,nan,nan,nan,nan,nan,nan,nan,nan
310,15,62,28,1,8,12,40,8932,SPS,CH,20.29,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,13,53,29,4,9,7,40,9509,PS,FR,21.32,11.37,4.05,1.60,nan,nan,nan,nan,nan,nan
304,15,55,30,0,8,13,40,8813,LEP,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
304,13,47,26,2,9,2,40,8310,LEP,FR,22.21,16.68,nan,nan,nan,nan,nan,nan,nan,nan
211,15,55,29,2,13,9,40,17194,PS,GB,22.27,7.53,nan,nan,nan,nan,nan,nan,nan,nan
211,15,53,26,0,12,13,40,15581,PS,AT,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
200,15,57,32,1,12,12,40,15587,LEP,NO,20.83,nan,nan,nan,nan,nan,nan,nan,nan,nan
304,15,59,33,0,9,13,40,10228,SPS,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
202,15,60,29,1,12,12,40,15587,LEP,AT,36.93,nan,nan,nan,nan,nan,nan,nan,nan,nan
304,13,55,31,0,9,11,40,9062,LEP,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
304,15,51,29,2,9,11,40,10425,PS,GB,27.29,20.66,nan,nan,nan,nan,nan,nan,nan,nan
204,15,53,29,1,11,3,40,12105,PS,IT,5.97,nan,nan,nan,nan,nan,nan,nan,nan,nan
304,15,55,29,1,7,13,40,7850,PS,GB,27.02,nan,nan,nan,nan,nan,nan,nan,nan,nan
316,13,53,27,1,8,10,40,7943,LEP,FR,0.66,nan,nan,nan,nan,nan,nan,nan,nan,nan
316,15,52,25,0,8,13,40,8813,LEP,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
304,15,57,26,0,7,13,40,7599,LEP,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,9,61,32,0,10,13,40,10703,EP,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
216,8,51,29,0,9,11,40,8834,LEP,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
301,15,52,26,1,7,13,40,7850,EP,ES,22.21,nan,nan,nan,nan,nan,nan,nan,nan,nan
317,15,49,26,2,7,13,40,8101,EF,FR,26.90,8.13,nan,nan,nan,nan,nan,nan,nan,nan
402,13,56,27,2,7,13,40,7448,PS,FR,20.89,11.16,nan,nan,nan,nan,nan,nan,nan,nan
211,15,51,25,1,12,11,40,15342,LEP,AT,28.98,nan,nan,nan,nan,nan,nan,nan,nan,nan
530,8,45,25,0,7,8,40,6212,LEP,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
211,11,53,27,0,13,10,40,16394,LEP,DE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
216,14,56,33,0,10,6,40,10689,LEP,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
204,15,53,26,1,12,12,40,15587,LEP,DK,8.90,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,13,53,31,0,9,13,40,9341,LEP,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
211,15,60,33,1,13,10,40,17246,LEP,DE,15.02,nan,nan,nan,nan,nan,nan,nan,nan,nan
204,15,56,30,0,13,10,40,16995,ST,DE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
204,15,56,25,2,12,13,40,16083,PS,DE,29.14,6.62,nan,nan,nan,nan,nan,nan,nan,nan
304,15,51,25,1,9,6,40,9409,LEP,FR,30.06,nan,nan,nan,nan,nan,nan,nan,nan,nan
211,15,57,33,2,13,10,40,17497,SPS,NL,3.66,1.15,nan,nan,nan,nan,nan,nan,nan,nan
211,15,56,31,2,13,10,40,17497,SPS,NL,2.39,1.39,nan,nan,nan,nan,nan,nan,nan,nan
200,15,52,28,0,9,13,40,10228,SPS,DE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
316,11,51,28,0,7,13,40,7208,LEP,DE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
200,15,54,25,1,13,8,40,16640,SPS,SE,24.73,nan,nan,nan,nan,nan,nan,nan,nan,nan
211,15,55,26,0,12,13,40,15581,LEP,GB,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
400,13,52,27,1,6,13,40,6404,LEP,FR,31.43,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,13,59,33,0,9,13,40,9341,LEP,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
200,15,62,27,0,11,13,40,15340,LEP,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
307,15,61,26,2,8,13,40,9315,LEP,FR,3.35,0.63,nan,nan,nan,nan,nan,nan,nan,nan
201,15,54,27,2,10,9,40,11741,LEP,CH,15.00,3.30,nan,nan,nan,nan,nan,nan,nan,nan
200,15,61,33,2,13,10,40,17497,EF,IT,28.11,13.04,nan,nan,nan,nan,nan,nan,nan,nan
211,15,60,25,0,12,11,40,15091,SPS,BE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
204,15,50,25,2,13,5,40,15981,LEP,DK,10.68,4.05,nan,nan,nan,nan,nan,nan,nan,nan
304,13,55,26,0,8,10,40,7692,PS,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
301,15,53,25,2,7,13,40,8101,LEP,ES,9.52,4.77,nan,nan,nan,nan,nan,nan,nan,nan
200,15,59,33,0,14,7,40,18351,DG,IT,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
500,14,58,33,0,9,13,40,10228,DD,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
211,15,55,29,0,12,13,40,15581,DD,GB,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
211,15,58,31,1,12,13,40,15832,DD,NL,36.93,nan,nan,nan,nan,nan,nan,nan,nan,nan
204,15,56,30,1,10,13,40,12226,TIS,GB,8.97,nan,nan,nan,nan,nan,nan,nan,nan,nan
500,15,53,24,0,11,13,40,15340,EF,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
341,13,59,33,0,10,13,40,10931,ST,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
204,15,51,29,0,10,6,40,10689,DD,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
419,15,59,32,0,7,13,40,7599,DD,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
204,13,49,25,1,11,6,40,11656,DD,FR,3.62,nan,nan,nan,nan,nan,nan,nan,nan,nan
310,13,57,31,0,8,13,40,8052,SPS,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
341,15,53,24,1,7,13,40,7850,PS,FR,6.90,nan,nan,nan,nan,nan,nan,nan,nan,nan
304,11,50,28,0,9,11,40,9479,DD,BE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
204,15,50,27,0,10,3,40,10139,SPS,DK,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
304,15,49,26,1,9,9,40,9868,DD,NL,26.73,nan,nan,nan,nan,nan,nan,nan,nan,nan
424,15,52,26,0,6,13,40,6727,LEP,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
303,15,49,28,1,7,13,40,7850,DD,DE,4.26,nan,nan,nan,nan,nan,nan,nan,nan,nan
402,9,58,28,0,6,13,40,5925,SPS,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
216,15,60,30,1,12,13,40,15832,DD,GB,27.34,nan,nan,nan,nan,nan,nan,nan,nan,nan
216,15,55,27,1,13,10,40,17246,DG,IT,3.51,nan,nan,nan,nan,nan,nan,nan,nan,nan
216,15,54,26,1,11,13,40,15591,DD,GB,27.53,nan,nan,nan,nan,nan,nan,nan,nan,nan
216,15,56,26,0,11,13,40,15340,EP,DE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
216,15,52,25,2,11,13,40,15842,DD,FR,6.78,4.52,nan,nan,nan,nan,nan,nan,nan,nan
216,13,52,24,2,11,10,40,12684,DD,CH,29.67,18.47,nan,nan,nan,nan,nan,nan,nan,nan
216,15,61,30,0,12,13,40,15581,DD,DE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
216,15,56,29,0,12,13,40,15581,AG,GB,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
215,15,55,28,1,12,13,40,15832,DD,CH,10.85,nan,nan,nan,nan,nan,nan,nan,nan,nan
216,10,58,28,0,10,13,32,9274,DD,GB,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
216,15,55,26,1,11,13,40,15591,SPS,GB,1.69,nan,nan,nan,nan,nan,nan,nan,nan,nan
216,15,47,24,2,12,13,40,16083,DD,DK,16.22,8.83,nan,nan,nan,nan,nan,nan,nan,nan
216,15,54,25,2,11,8,40,13424,DD,IT,19.42,12.63,nan,nan,nan,nan,nan,nan,nan,nan
216,15,55,25,1,11,13,40,15591,DD,DE,29.15,nan,nan,nan,nan,nan,nan,nan,nan,nan
308,15,53,32,0,8,9,40,8286,DD,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
365,15,53,31,0,7,13,40,7599,DD,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
304,15,53,28,1,7,13,40,7850,EP,CH,26.78,nan,nan,nan,nan,nan,nan,nan,nan,nan
511,11,50,25,0,11,7,40,12203,DD,IT,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
308,15,49,27,0,9,11,40,9923,EP,DE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
216,10,54,30,0,9,10,40,9330,DD,DE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
497,15,56,33,0,6,13,40,6727,DD,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
365,15,52,31,0,6,13,40,6727,DD,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
308,13,47,24,0,7,13,40,6946,DD,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,15,55,32,0,8,10,40,8418,DD,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
419,15,50,28,0,6,13,40,6727,DD,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
402,13,57,27,1,7,11,40,6995,EP,CH,8.33,nan,nan,nan,nan,nan,nan,nan,nan,nan
419,15,55,31,1,6,13,40,6978,DD,FR,3.06,nan,nan,nan,nan,nan,nan,nan,nan,nan
304,11,51,29,0,8,10,40,8008,DD,IT,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,15,52,32,0,7,11,40,7376,DD,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
308,15,52,27,0,8,8,40,8155,LEP,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,15,54,27,0,7,10,40,7265,DD,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
566,15,51,29,0,7,11,40,7376,DD,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
537,15,53,26,1,8,8,40,8406,DD,FR,26.10,nan,nan,nan,nan,nan,nan,nan,nan,nan
566,15,54,26,1,7,11,40,7627,DD,FR,28.60,nan,nan,nan,nan,nan,nan,nan,nan,nan
308,15,51,26,1,8,5,40,8012,DD,FR,13.90,nan,nan,nan,nan,nan,nan,nan,nan,nan
424,12,59,25,0,6,13,40,6153,EF,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
505,14,54,33,0,9,10,40,9770,TH,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
535,10,59,28,0,7,13,40,7208,TH,NL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
312,15,51,29,2,8,8,40,8657,AG,CH,6.38,1.18,nan,nan,nan,nan,nan,nan,nan,nan
504,14,55,26,1,9,5,40,9256,TH,CH,27.85,nan,nan,nan,nan,nan,nan,nan,nan,nan
312,15,58,31,0,7,12,40,7487,AG,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
443,12,56,19,0,6,13,20,3307,DD,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
560,14,55,19,1,6,11,30,5273,TH,FR,22.66,nan,nan,nan,nan,nan,nan,nan,nan,nan
560,12,48,25,1,5,13,30,4652,TH,FR,23.88,nan,nan,nan,nan,nan,nan,nan,nan,nan
204,15,51,24,3,11,11,40,14315,DD,NL,29.65,23.09,12.71,nan,nan,nan,nan,nan,nan,nan
448,12,59,22,0,4,15,40,5570,EF,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
500,10,59,29,0,9,13,40,9778,EP,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
301,13,56,33,1,8,13,40,8303,EF,CH,17.74,nan,nan,nan,nan,nan,nan,nan,nan,nan
543,8,53,32,0,7,13,40,6718,EF,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
211,11,59,33,0,13,10,40,16394,PS,NL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
201,15,58,27,2,11,11,40,14064,PS,DK,28.68,25.19,nan,nan,nan,nan,nan,nan,nan,nan
302,15,57,28,0,10,8,40,11056,SPS,NL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
301,11,49,27,0,9,7,40,8881,EP,DE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,13,48,26,3,9,7,40,9258,SPS,CH,10.69,2.10,1.22,nan,nan,nan,nan,nan,nan,nan
303,13,46,26,1,8,8,40,7704,PS,CH,5.17,nan,nan,nan,nan,nan,nan,nan,nan,nan
211,15,59,33,1,13,10,40,17246,LEP,DE,20.82,nan,nan,nan,nan,nan,nan,nan,nan,nan
211,15,56,26,0,12,12,40,15336,EP,DE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
204,15,56,33,1,11,11,40,13813,PS,IT,24.43,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,15,53,29,1,9,8,40,9715,SPS,DE,32.72,nan,nan,nan,nan,nan,nan,nan,nan,nan
303,15,52,28,1,8,13,40,9064,PS,FR,2.63,nan,nan,nan,nan,nan,nan,nan,nan,nan
211,13,52,26,0,11,13,40,13996,EF,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
202,15,52,26,1,12,8,40,14609,PS,FR,7.72,nan,nan,nan,nan,nan,nan,nan,nan,nan
315,15,57,30,0,9,10,40,9770,TIS,GB,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
302,13,53,28,0,9,11,40,9062,LEP,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
402,13,53,28,0,7,9,40,6542,PS,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
211,15,59,29,0,11,13,40,15340,EF,NO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
303,15,56,32,0,8,11,40,8549,EF,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
302,15,51,25,0,9,8,40,9464,EF,DE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
200,15,63,33,2,14,7,40,18853,PS,NL,25.59,16.40,nan,nan,nan,nan,nan,nan,nan,nan
202,15,54,28,2,11,13,40,15842,LEP,DE,24.83,3.94,nan,nan,nan,nan,nan,nan,nan,nan
211,15,59,29,2,11,13,40,15842,EP,DE,10.58,3.77,nan,nan,nan,nan,nan,nan,nan,nan
102,15,52,27,2,13,10,40,17497,EP,GB,1.20,0.60,nan,nan,nan,nan,nan,nan,nan,nan
201,15,54,26,2,11,7,40,13210,LEP,DE,25.46,7.20,nan,nan,nan,nan,nan,nan,nan,nan
214,15,56,31,0,11,13,40,15340,EP,NO,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
499,8,62,27,0,7,13,40,6718,EP,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
301,15,57,29,2,8,8,40,8657,EF,IT,23.69,5.98,nan,nan,nan,nan,nan,nan,nan,nan
402,13,56,34,1,7,11,40,6995,EF,CH,16.94,nan,nan,nan,nan,nan,nan,nan,nan,nan
417,15,49,28,0,7,13,40,7599,EF,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
301,13,50,27,2,8,9,40,8075,EF,FR,12.76,11.03,nan,nan,nan,nan,nan,nan,nan,nan
204,11,63,33,0,12,13,40,15012,EF,IT,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
211,15,51,26,2,11,7,40,13210,EF,GB,6.72,4.27,nan,nan,nan,nan,nan,nan,nan,nan
204,15,63,28,2,11,12,40,14278,SPS,CH,42.55,12.40,nan,nan,nan,nan,nan,nan,nan,nan
304,15,57,33,1,9,9,40,9868,SPS,FR,33.50,nan,nan,nan,nan,nan,nan,nan,nan,nan
424,13,57,33,0,7,8,40,6440,EF,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
304,13,51,26,2,7,13,40,7448,EF,FR,25.01,21.00,nan,nan,nan,nan,nan,nan,nan,nan
304,13,50,24,0,9,7,40,8505,EF,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
402,15,64,27,0,6,13,40,6727,EF,IT,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
201,15,58,31,0,11,13,40,15340,LEP,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
341,13,59,33,1,9,13,40,9592,EF,CH,10.65,nan,nan,nan,nan,nan,nan,nan,nan,nan
341,13,59,26,0,9,10,40,8923,LEP,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
402,13,51,26,2,6,13,40,6655,EF,FR,21.53,6.69,nan,nan,nan,nan,nan,nan,nan,nan
403,13,52,29,2,7,6,40,6740,PS,FR,29.53,26.03,nan,nan,nan,nan,nan,nan,nan,nan
400,13,49,26,1,6,13,40,6404,LEP,FR,21.01,nan,nan,nan,nan,nan,nan,nan,nan,nan
566,8,56,26,0,6,13,40,5925,EP,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
447,8,45,26,0,6,12,40,5834,EP,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
443,8,56,26,0,6,13,36,5356,SPS,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
560,12,56,19,0,5,13,20,3083,EP,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
566,8,47,24,0,6,13,32,4787,EF,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
499,8,51,19,0,4,15,20,2777,TH,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
302,15,49,25,1,7,13,40,7850,SPS,DE,16.55,nan,nan,nan,nan,nan,nan,nan,nan,nan
400,13,56,28,0,4,15,40,5570,EF,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,15,56,29,0,8,8,40,8155,SPS,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
316,13,52,24,2,7,13,40,7448,LEP,FR,22.97,6.79,nan,nan,nan,nan,nan,nan,nan,nan
500,14,55,31,1,10,6,20,5899,EF,DE,11.69,nan,nan,nan,nan,nan,nan,nan,nan,nan
211,15,63,32,0,13,10,40,16995,EF,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
201,11,58,27,0,13,10,40,16394,EF,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
211,15,59,29,0,13,10,40,16995,LEP,DE,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
102,15,58,27,1,13,10,40,17246,EF,DE,30.99,nan,nan,nan,nan,nan,nan,nan,nan,nan
211,15,57,27,2,12,13,40,16083,EF,CH,35.41,35.07,nan,nan,nan,nan,nan,nan,nan,nan
201,15,56,28,1,12,13,40,15832,EF,CH,16.90,nan,nan,nan,nan,nan,nan,nan,nan,nan
202,15,53,26,1,12,13,40,15832,LEP,FR,10.06,nan,nan,nan,nan,nan,nan,nan,nan,nan
201,13,59,27,1,12,13,40,14467,EF,CH,19.32,nan,nan,nan,nan,nan,nan,nan,nan,nan
201,15,59,29,0,10,13,40,11975,SPS,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
200,15,58,28,0,10,13,40,11975,EF,GB,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
304,15,57,28,0,9,13,40,10228,EF,NL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
201,15,54,27,0,10,13,40,11975,EF,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,15,56,30,0,10,13,40,11975,SPS,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
301,11,54,26,0,7,13,40,7208,SPS,FR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,13,57,31,1,8,13,40,8303,EF,FR,28.35,nan,nan,nan,nan,nan,nan,nan,nan,nan
301,13,53,27,0,9,6,40,8366,EF,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,13,55,29,0,9,12,40,9202,EF,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,15,58,30,0,8,8,40,8155,EF,GB,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
316,15,55,26,0,9,8,40,9464,EF,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
301,13,51,26,0,8,11,40,7812,EF,CH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
341,15,54,28,1,8,8,40,8406,PS,CH,7.89,nan,nan,nan,nan,nan,nan,nan,nan,nan
301,13,53,26,1,7,13,40,7197,EF,FR,24.18,nan,nan,nan,nan,nan,nan,nan,nan,nan
303,13,53,26,1,8,10,40,7943,EF,FR,9.39,nan,nan,nan,nan,nan,nan,nan,nan,nan
310,13,55,26,1,9,13,40,9592,EF,CH,15.98,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,13,50,27,1,7,13,40,7197,EF,FR,1.38,nan,nan,nan,nan,nan,nan,nan,nan,nan
